cod articolo,differenza,data partenza,data fine
39502DN2,1.0,2021-09-05,2021-09-06 00:00:00.000000000
39502DN2,1.0,2021-03-10,2021-03-11 00:00:00.000000000
39502DN2,1.0,2021-04-26,2021-04-27 00:00:00.000000000
39502DN2,1.0,2021-08-05,2021-08-06 00:00:00.000000000
39502DN2,1.0,2021-03-17,2021-03-18 00:00:00.000000000
39502DN2,1.0,2021-06-12,2021-06-13 00:00:00.000000000
39502DN2,1.0,2021-08-28,2021-08-29 00:00:00.000000000
39502DN2,1.0,2021-09-30,2021-10-01 00:00:00.000000000
39502DN2,1.0,2021-05-08,2021-05-09 00:00:00.000000000
39502DN2,1.0,2021-12-23,2021-12-24 00:00:00.000000000
39502DN2,1.0,2021-01-16,2021-01-17 00:00:00.000000000
39502DN2,1.0,2021-08-26,2021-08-27 00:00:00.000000000
39502DN2,1.0,2021-08-18,2021-08-19 00:00:00.000000000
39502DN2,1.0,2021-05-21,2021-05-22 00:00:00.000000000
39502DN2,1.0,2021-09-20,2021-09-21 00:00:00.000000000
39502DN2,1.0,2021-05-09,2021-05-10 00:00:00.000000000
39502DN2,1.0,2021-10-28,2021-10-29 00:00:00.000000000
39502DN2,1.0,2021-03-03,2021-03-04 00:00:00.000000000
39502DN2,1.0,2021-08-29,2021-08-30 00:00:00.000000000
39502DN2,1.0,2021-07-28,2021-07-29 00:00:00.000000000
39502DN2,1.0,2021-07-26,2021-07-27 00:00:00.000000000
39502DN2,1.0,2021-03-15,2021-03-16 00:00:00.000000000
39502DN2,1.0,2021-07-20,2021-07-21 00:00:00.000000000
39502DN2,1.0,2021-06-04,2021-06-05 00:00:00.000000000
39502DN2,1.0,2021-04-09,2021-04-10 00:00:00.000000000
39502DN2,1.0,2021-06-10,2021-06-11 00:00:00.000000000
39502DN2,1.0,2021-11-07,2021-11-08 00:00:00.000000000
39502DN2,1.0,2021-10-11,2021-10-12 00:00:00.000000000
39502DN2,1.0,2021-03-11,2021-03-12 00:00:00.000000000
39502DN2,1.0,2021-02-14,2021-02-15 00:00:00.000000000
39502DN2,1.0,2021-05-09,2021-05-10 00:00:00.000000000
39502DN2,1.0,2021-04-26,2021-04-27 00:00:00.000000000
39502DN2,1.0,2021-11-13,2021-11-14 00:00:00.000000000
39502DN2,1.0,2021-07-29,2021-07-30 00:00:00.000000000
39502DN2,1.0,2021-10-19,2021-10-20 00:00:00.000000000
39502DN2,1.0,2021-06-28,2021-06-29 00:00:00.000000000
39502DN2,1.0,2021-03-01,2021-03-02 00:00:00.000000000
39502DN2,1.0,2021-12-17,2021-12-18 00:00:00.000000000
39502DN2,1.0,2021-05-28,2021-05-29 00:00:00.000000000
39502DN2,1.0,2021-11-12,2021-11-13 00:00:00.000000000
39502DN2,1.0,2021-02-26,2021-02-27 00:00:00.000000000
39502DN2,1.0,2021-10-16,2021-10-17 00:00:00.000000000
39502DN2,1.0,2021-09-12,2021-09-13 00:00:00.000000000
39502DN2,1.0,2021-12-07,2021-12-08 00:00:00.000000000
39502DN2,1.0,2021-06-20,2021-06-21 00:00:00.000000000
39502DN2,1.0,2021-05-11,2021-05-12 00:00:00.000000000
39502DN2,1.0,2021-01-27,2021-01-28 00:00:00.000000000
39502DN2,1.0,2021-05-13,2021-05-14 00:00:00.000000000
39502DN2,1.0,2021-07-02,2021-07-03 00:00:00.000000000
39502DN2,1.0,2021-07-23,2021-07-24 00:00:00.000000000
39502DN2,1.0,2021-04-26,2021-04-27 00:00:00.000000000
39502DN2,1.0,2021-10-11,2021-10-12 00:00:00.000000000
39502DN2,1.0,2021-08-03,2021-08-04 00:00:00.000000000
39502DN2,1.0,2021-07-20,2021-07-21 00:00:00.000000000
39502DN2,1.0,2021-08-28,2021-08-29 00:00:00.000000000
39502DN2,1.0,2021-08-02,2021-08-03 00:00:00.000000000
39502DN2,1.0,2021-09-26,2021-09-27 00:00:00.000000000
39502DN2,1.0,2021-06-16,2021-06-17 00:00:00.000000000
39502DN2,1.0,2021-06-25,2021-06-26 00:00:00.000000000
39502DN2,1.0,2021-02-25,2021-02-26 00:00:00.000000000
39502DN2,1.0,2021-04-02,2021-04-03 00:00:00.000000000
39502DN2,1.0,2021-10-28,2021-10-29 00:00:00.000000000
39502DN2,1.0,2021-03-01,2021-03-02 00:00:00.000000000
39502DN2,1.0,2021-05-27,2021-05-28 00:00:00.000000000
39502DN2,1.0,2021-07-21,2021-07-22 00:00:00.000000000
39502DN2,1.0,2021-05-12,2021-05-13 00:00:00.000000000
39502DN2,1.0,2021-12-20,2021-12-21 00:00:00.000000000
39502DN2,1.0,2021-02-04,2021-02-05 00:00:00.000000000
39502DN2,1.0,2021-02-24,2021-02-25 00:00:00.000000000
39502DN2,1.0,2021-06-29,2021-06-30 00:00:00.000000000
39502DN2,1.0,2021-11-14,2021-11-15 00:00:00.000000000
39502DN2,1.0,2021-02-09,2021-02-10 00:00:00.000000000
39502DN2,1.0,2021-05-02,2021-05-03 00:00:00.000000000
39502DN2,1.0,2021-12-21,2021-12-22 00:00:00.000000000
39502DN2,1.0,2021-02-06,2021-02-07 00:00:00.000000000
39502DN2,1.0,2021-09-01,2021-09-02 00:00:00.000000000
39502DN2,1.0,2021-03-29,2021-03-30 00:00:00.000000000
39502DN2,1.0,2021-12-08,2021-12-09 00:00:00.000000000
39502DN2,1.0,2021-09-14,2021-09-15 00:00:00.000000000
39502DN2,1.0,2021-02-15,2021-02-16 00:00:00.000000000
39502DN2,1.0,2021-04-15,2021-04-16 00:00:00.000000000
39502DN2,1.0,2021-08-12,2021-08-13 00:00:00.000000000
39502DN2,1.0,2021-04-18,2021-04-19 00:00:00.000000000
39502DN2,1.0,2021-08-16,2021-08-17 00:00:00.000000000
39502DN2,1.0,2021-07-13,2021-07-14 00:00:00.000000000
39502DN2,1.0,2021-11-01,2021-11-02 00:00:00.000000000
39502DN2,1.0,2021-06-07,2021-06-08 00:00:00.000000000
39502DN2,1.0,2021-01-31,2021-02-01 00:00:00.000000000
39502DN2,1.0,2021-01-04,2021-01-05 00:00:00.000000000
39502DN2,1.0,2021-04-29,2021-04-30 00:00:00.000000000
39502DN2,1.0,2021-11-25,2021-11-26 00:00:00.000000000
39502DN2,1.0,2021-08-08,2021-08-09 00:00:00.000000000
39502DN2,1.0,2021-06-14,2021-06-15 00:00:00.000000000
39502DN2,1.0,2021-10-20,2021-10-21 00:00:00.000000000
39502DN2,1.0,2021-07-19,2021-07-20 00:00:00.000000000
39502dn,1.0,2021-08-25,2021-08-26 00:00:00.000000000
39502dn,1.0,2021-05-04,2021-05-05 00:00:00.000000000
39502dn,1.0,2021-09-02,2021-09-03 00:00:00.000000000
39502dn,1.0,2021-03-24,2021-03-25 00:00:00.000000000
39502dn,1.0,2021-11-11,2021-11-12 00:00:00.000000000
39502dn,1.0,2021-11-04,2021-11-05 00:00:00.000000000
39502dn,1.0,2021-06-21,2021-06-22 00:00:00.000000000
39502dn,1.0,2021-03-08,2021-03-09 00:00:00.000000000
39502dn,1.0,2021-10-15,2021-10-16 00:00:00.000000000
39502dn,1.0,2021-03-19,2021-03-20 00:00:00.000000000
39502dn,1.0,2021-07-09,2021-07-10 00:00:00.000000000
39502dn,1.0,2021-09-04,2021-09-05 00:00:00.000000000
39502dn,1.0,2021-03-19,2021-03-20 00:00:00.000000000
39502dn,1.0,2021-03-06,2021-03-07 00:00:00.000000000
39502dn,1.0,2021-12-29,2021-12-30 00:00:00.000000000
39502dn,1.0,2021-12-21,2021-12-22 00:00:00.000000000
39502dn,1.0,2021-08-14,2021-08-15 00:00:00.000000000
39502dn,1.0,2021-03-06,2021-03-07 00:00:00.000000000
39502dn,1.0,2021-11-12,2021-11-13 00:00:00.000000000
39502dn,1.0,2021-02-16,2021-02-17 00:00:00.000000000
39502dn,1.0,2021-05-29,2021-05-30 00:00:00.000000000
39502dn,1.0,2021-01-20,2021-01-21 00:00:00.000000000
39502dn,1.0,2021-07-17,2021-07-18 00:00:00.000000000
39502dn,1.0,2021-03-17,2021-03-18 00:00:00.000000000
39502dn,1.0,2021-10-11,2021-10-12 00:00:00.000000000
39502dn,1.0,2021-12-03,2021-12-04 00:00:00.000000000
39502dn,1.0,2021-03-24,2021-03-25 00:00:00.000000000
39502dn,1.0,2021-08-22,2021-08-23 00:00:00.000000000
39502dn,1.0,2021-07-30,2021-07-31 00:00:00.000000000
39502dn,1.0,2021-10-26,2021-10-27 00:00:00.000000000
39502dn,1.0,2021-11-25,2021-11-26 00:00:00.000000000
39502dn,1.0,2021-12-30,2021-12-31 00:00:00.000000000
39502dn,1.0,2021-02-04,2021-02-05 00:00:00.000000000
39502dn,1.0,2021-05-18,2021-05-19 00:00:00.000000000
39502dn,1.0,2021-12-15,2021-12-16 00:00:00.000000000
39502dn,1.0,2021-10-30,2021-10-31 00:00:00.000000000
39502dn,1.0,2021-07-13,2021-07-14 00:00:00.000000000
39502dn,1.0,2021-07-15,2021-07-16 00:00:00.000000000
39502dn,1.0,2021-11-07,2021-11-08 00:00:00.000000000
39502dn,1.0,2021-08-06,2021-08-07 00:00:00.000000000
39502dn,1.0,2021-04-03,2021-04-04 00:00:00.000000000
39502dn,1.0,2021-11-04,2021-11-05 00:00:00.000000000
39502dn,1.0,2021-12-12,2021-12-13 00:00:00.000000000
39502dn,1.0,2021-06-09,2021-06-10 00:00:00.000000000
39502dn,1.0,2021-02-01,2021-02-02 00:00:00.000000000
39502dn,1.0,2021-07-14,2021-07-15 00:00:00.000000000
39502dn,1.0,2021-12-18,2021-12-19 00:00:00.000000000
39502dn,1.0,2021-03-24,2021-03-25 00:00:00.000000000
39502dn,1.0,2021-09-01,2021-09-02 00:00:00.000000000
39502dn,1.0,2021-04-21,2021-04-22 00:00:00.000000000
39502dn,1.0,2021-07-11,2021-07-12 00:00:00.000000000
39502dn,1.0,2021-05-04,2021-05-05 00:00:00.000000000
39502dn,1.0,2021-03-27,2021-03-28 00:00:00.000000000
39502dn,1.0,2021-03-27,2021-03-28 00:00:00.000000000
39502dn,1.0,2021-11-03,2021-11-04 00:00:00.000000000
39502dn,1.0,2021-02-11,2021-02-12 00:00:00.000000000
39502dn,1.0,2021-07-04,2021-07-05 00:00:00.000000000
39502dn,1.0,2021-11-13,2021-11-14 00:00:00.000000000
39502dn,1.0,2021-11-03,2021-11-04 00:00:00.000000000
39502dn,1.0,2021-11-30,2021-12-01 00:00:00.000000000
39502dn,1.0,2021-08-13,2021-08-14 00:00:00.000000000
39502dn,1.0,2021-10-19,2021-10-20 00:00:00.000000000
39502dn,1.0,2021-02-19,2021-02-20 00:00:00.000000000
39502dn,1.0,2021-11-15,2021-11-16 00:00:00.000000000
39502dn,1.0,2021-12-18,2021-12-19 00:00:00.000000000
39502dn,1.0,2021-09-12,2021-09-13 00:00:00.000000000
39502dn,1.0,2021-08-04,2021-08-05 00:00:00.000000000
39502dn,1.0,2021-04-10,2021-04-11 00:00:00.000000000
39502dn,1.0,2021-10-02,2021-10-03 00:00:00.000000000
39502dn,1.0,2021-05-12,2021-05-13 00:00:00.000000000
39502dn,1.0,2021-09-17,2021-09-18 00:00:00.000000000
39502dn,1.0,2021-11-09,2021-11-10 00:00:00.000000000
39502dn,1.0,2021-07-27,2021-07-28 00:00:00.000000000
39502dn,1.0,2021-01-11,2021-01-12 00:00:00.000000000
39502dn,1.0,2021-10-19,2021-10-20 00:00:00.000000000
39502dn,1.0,2021-06-05,2021-06-06 00:00:00.000000000
39502dn,1.0,2021-04-27,2021-04-28 00:00:00.000000000
39502dn,1.0,2021-09-04,2021-09-05 00:00:00.000000000
39502dn,1.0,2021-11-11,2021-11-12 00:00:00.000000000
39502dn,1.0,2021-02-17,2021-02-18 00:00:00.000000000
39502dn,1.0,2021-06-12,2021-06-13 00:00:00.000000000
39502dn,1.0,2021-02-04,2021-02-05 00:00:00.000000000
39502dn,1.0,2021-10-15,2021-10-16 00:00:00.000000000
39502dn,1.0,2021-01-23,2021-01-24 00:00:00.000000000
39502dn,1.0,2021-03-11,2021-03-12 00:00:00.000000000
39502dn,1.0,2021-05-28,2021-05-29 00:00:00.000000000
39502dn,1.0,2021-02-09,2021-02-10 00:00:00.000000000
39502dn,1.0,2021-06-16,2021-06-17 00:00:00.000000000
39502dn,1.0,2021-10-11,2021-10-12 00:00:00.000000000
39502dn,1.0,2021-07-17,2021-07-18 00:00:00.000000000
39502dn,1.0,2021-12-26,2021-12-27 00:00:00.000000000
39502dn,1.0,2021-06-21,2021-06-22 00:00:00.000000000
39502dn,1.0,2021-02-04,2021-02-05 00:00:00.000000000
39502dn,1.0,2021-05-07,2021-05-08 00:00:00.000000000
39502dn,1.0,2021-03-16,2021-03-17 00:00:00.000000000
39502dn,1.0,2021-06-15,2021-06-16 00:00:00.000000000
39502dn,1.0,2021-10-20,2021-10-21 00:00:00.000000000
39502dn,1.0,2021-03-22,2021-03-23 00:00:00.000000000
39502dn,1.0,2021-08-03,2021-08-04 00:00:00.000000000
39502dn,1.0,2021-07-21,2021-07-22 00:00:00.000000000
4407DN,13.0,2021-05-27,2021-06-09 00:00:00.000000000
4407DN,13.0,2021-07-16,2021-07-29 00:00:00.000000000
4407DN,13.0,2021-12-12,2021-12-25 00:00:00.000000000
4407DN,13.0,2021-01-26,2021-02-08 00:00:00.000000000
4407DN,13.0,2021-06-16,2021-06-29 00:00:00.000000000
4407DN,13.0,2021-01-21,2021-02-03 00:00:00.000000000
4407DN,13.0,2021-08-05,2021-08-18 00:00:00.000000000
4407DN,13.0,2021-03-11,2021-03-24 00:00:00.000000000
4407DN,13.0,2021-01-22,2021-02-04 00:00:00.000000000
4407DN,13.0,2021-01-02,2021-01-15 00:00:00.000000000
4407DN,13.0,2021-05-04,2021-05-17 00:00:00.000000000
4407DN,13.0,2021-04-23,2021-05-06 00:00:00.000000000
4407DN,13.0,2021-05-26,2021-06-08 00:00:00.000000000
4407DN,13.0,2021-07-06,2021-07-19 00:00:00.000000000
4407DN,13.0,2021-02-15,2021-02-28 00:00:00.000000000
4407DN,13.0,2021-12-04,2021-12-17 00:00:00.000000000
4407DN,13.0,2021-11-28,2021-12-11 00:00:00.000000000
4407DN,13.0,2021-03-25,2021-04-07 00:00:00.000000000
4407DN,13.0,2021-10-26,2021-11-08 00:00:00.000000000
4407DN,13.0,2021-01-01,2021-01-14 00:00:00.000000000
4407DN,13.0,2021-02-28,2021-03-13 00:00:00.000000000
4407DN,13.0,2021-11-29,2021-12-12 00:00:00.000000000
4407DN,13.0,2021-05-31,2021-06-13 00:00:00.000000000
4407DN,13.0,2021-10-06,2021-10-19 00:00:00.000000000
4407DN,13.0,2021-08-07,2021-08-20 00:00:00.000000000
4407DN,13.0,2021-09-29,2021-10-12 00:00:00.000000000
4407DN,13.0,2021-10-19,2021-11-01 00:00:00.000000000
4407DN,13.0,2021-06-23,2021-07-06 00:00:00.000000000
4407DN,13.0,2021-11-19,2021-12-02 00:00:00.000000000
4407DN,13.0,2021-10-08,2021-10-21 00:00:00.000000000
4407DN,13.0,2021-07-04,2021-07-17 00:00:00.000000000
4407DN,13.0,2021-03-13,2021-03-26 00:00:00.000000000
4407DN,13.0,2021-03-20,2021-04-02 00:00:00.000000000
4407DN,13.0,2021-03-01,2021-03-14 00:00:00.000000000
4407DN,13.0,2021-06-22,2021-07-05 00:00:00.000000000
4407DN,13.0,2021-11-06,2021-11-19 00:00:00.000000000
4407DN,13.0,2021-12-21,2022-01-03 00:00:00.000000000
4407DN,13.0,2021-08-08,2021-08-21 00:00:00.000000000
4407DN,13.0,2021-09-03,2021-09-16 00:00:00.000000000
4407DN,13.0,2021-06-17,2021-06-30 00:00:00.000000000
4407DN,13.0,2021-11-16,2021-11-29 00:00:00.000000000
4407DN,13.0,2021-09-12,2021-09-25 00:00:00.000000000
4407DN,13.0,2021-10-06,2021-10-19 00:00:00.000000000
4407DN,13.0,2021-01-13,2021-01-26 00:00:00.000000000
4407DN,13.0,2021-09-04,2021-09-17 00:00:00.000000000
4407DN,13.0,2021-07-18,2021-07-31 00:00:00.000000000
4407DN,13.0,2021-02-07,2021-02-20 00:00:00.000000000
4407DN,13.0,2021-01-24,2021-02-06 00:00:00.000000000
4407DN,13.0,2021-10-24,2021-11-06 00:00:00.000000000
4407DN,13.0,2021-11-13,2021-11-26 00:00:00.000000000
4407DN,13.0,2021-02-06,2021-02-19 00:00:00.000000000
4407DN,13.0,2021-01-29,2021-02-11 00:00:00.000000000
4407DN,13.0,2021-03-11,2021-03-24 00:00:00.000000000
4407DN,13.0,2021-11-29,2021-12-12 00:00:00.000000000
4407DN,13.0,2021-09-26,2021-10-09 00:00:00.000000000
4407DN,13.0,2021-02-24,2021-03-09 00:00:00.000000000
4407DN,13.0,2021-03-27,2021-04-09 00:00:00.000000000
4407DN,13.0,2021-03-05,2021-03-18 00:00:00.000000000
4407DN,13.0,2021-08-18,2021-08-31 00:00:00.000000000
4407DN,13.0,2021-06-21,2021-07-04 00:00:00.000000000
4407DN,13.0,2021-09-12,2021-09-25 00:00:00.000000000
4407DN,13.0,2021-06-13,2021-06-26 00:00:00.000000000
4407DN,13.0,2021-04-13,2021-04-26 00:00:00.000000000
4407DN,13.0,2021-10-27,2021-11-09 00:00:00.000000000
4407DN,13.0,2021-04-28,2021-05-11 00:00:00.000000000
4407DN,13.0,2021-09-01,2021-09-14 00:00:00.000000000
4407DN,13.0,2021-01-25,2021-02-07 00:00:00.000000000
4407DN,13.0,2021-09-21,2021-10-04 00:00:00.000000000
4407DN,13.0,2021-12-04,2021-12-17 00:00:00.000000000
4407DN,13.0,2021-11-12,2021-11-25 00:00:00.000000000
4407DN,13.0,2021-04-08,2021-04-21 00:00:00.000000000
4407DN,13.0,2021-12-01,2021-12-14 00:00:00.000000000
4407DN,13.0,2021-03-27,2021-04-09 00:00:00.000000000
4407DN,13.0,2021-02-13,2021-02-26 00:00:00.000000000
4407DN,13.0,2021-02-08,2021-02-21 00:00:00.000000000
4407DN,13.0,2021-12-13,2021-12-26 00:00:00.000000000
4407DN,13.0,2021-09-08,2021-09-21 00:00:00.000000000
4407DN,13.0,2021-10-03,2021-10-16 00:00:00.000000000
4407DN,13.0,2021-07-20,2021-08-02 00:00:00.000000000
4407DN,13.0,2021-06-08,2021-06-21 00:00:00.000000000
4407DN,13.0,2021-10-18,2021-10-31 00:00:00.000000000
4407DN,13.0,2021-04-02,2021-04-15 00:00:00.000000000
4407DN,13.0,2021-12-10,2021-12-23 00:00:00.000000000
4407DN,13.0,2021-03-15,2021-03-28 00:00:00.000000000
4407DN,13.0,2021-05-04,2021-05-17 00:00:00.000000000
4407DN,13.0,2021-05-11,2021-05-24 00:00:00.000000000
4407DN,13.0,2021-12-30,2022-01-12 00:00:00.000000000
4407DN,13.0,2021-04-08,2021-04-21 00:00:00.000000000
4407DN,13.0,2021-08-20,2021-09-02 00:00:00.000000000
4407DN,13.0,2021-02-21,2021-03-06 00:00:00.000000000
4407DN,13.0,2021-02-08,2021-02-21 00:00:00.000000000
4407DN,13.0,2021-07-22,2021-08-04 00:00:00.000000000
4407DN,13.0,2021-11-17,2021-11-30 00:00:00.000000000
4407DN,13.0,2021-10-25,2021-11-07 00:00:00.000000000
4407DN,13.0,2021-07-12,2021-07-25 00:00:00.000000000
4407DN,13.0,2021-03-01,2021-03-14 00:00:00.000000000
4407DN,13.0,2021-07-24,2021-08-06 00:00:00.000000000
4407DN,13.0,2021-10-19,2021-11-01 00:00:00.000000000
4407DN,13.0,2021-07-02,2021-07-15 00:00:00.000000000
4407DN,13.0,2021-02-02,2021-02-15 00:00:00.000000000
4412SN,11.0,2021-11-12,2021-11-23 00:00:00.000000000
4412SN,11.0,2021-04-06,2021-04-17 00:00:00.000000000
4412SN,11.0,2021-08-24,2021-09-04 00:00:00.000000000
4412SN,11.0,2021-11-15,2021-11-26 00:00:00.000000000
4412SN,11.0,2021-12-06,2021-12-17 00:00:00.000000000
4412SN,11.0,2021-09-11,2021-09-22 00:00:00.000000000
4412SN,11.0,2021-05-04,2021-05-15 00:00:00.000000000
4412SN,11.0,2021-04-04,2021-04-15 00:00:00.000000000
4412SN,11.0,2021-01-21,2021-02-01 00:00:00.000000000
4412SN,11.0,2021-10-13,2021-10-24 00:00:00.000000000
4412SN,11.0,2021-07-16,2021-07-27 00:00:00.000000000
4412SN,11.0,2021-07-02,2021-07-13 00:00:00.000000000
4412SN,11.0,2021-03-11,2021-03-22 00:00:00.000000000
4412SN,11.0,2021-04-17,2021-04-28 00:00:00.000000000
4412SN,11.0,2021-12-25,2022-01-05 00:00:00.000000000
4412SN,11.0,2021-08-13,2021-08-24 00:00:00.000000000
4412SN,11.0,2021-08-29,2021-09-09 00:00:00.000000000
4412SN,11.0,2021-09-12,2021-09-23 00:00:00.000000000
4412SN,11.0,2021-10-03,2021-10-14 00:00:00.000000000
4412SN,11.0,2021-09-12,2021-09-23 00:00:00.000000000
4412SN,11.0,2021-09-06,2021-09-17 00:00:00.000000000
4412SN,11.0,2021-01-30,2021-02-10 00:00:00.000000000
4412SN,11.0,2021-11-01,2021-11-12 00:00:00.000000000
4412SN,11.0,2021-11-27,2021-12-08 00:00:00.000000000
4412SN,11.0,2021-03-27,2021-04-07 00:00:00.000000000
4412SN,11.0,2021-12-25,2022-01-05 00:00:00.000000000
4412SN,11.0,2021-03-13,2021-03-24 00:00:00.000000000
4412SN,11.0,2021-07-19,2021-07-30 00:00:00.000000000
4412SN,11.0,2021-06-17,2021-06-28 00:00:00.000000000
4412SN,11.0,2021-09-12,2021-09-23 00:00:00.000000000
4412SN,11.0,2021-04-27,2021-05-08 00:00:00.000000000
4412SN,11.0,2021-05-11,2021-05-22 00:00:00.000000000
4412SN,11.0,2021-07-29,2021-08-09 00:00:00.000000000
4412SN,11.0,2021-11-19,2021-11-30 00:00:00.000000000
4412SN,11.0,2021-01-07,2021-01-18 00:00:00.000000000
4412SN,11.0,2021-06-26,2021-07-07 00:00:00.000000000
4412SN,11.0,2021-06-07,2021-06-18 00:00:00.000000000
4412SN,11.0,2021-03-10,2021-03-21 00:00:00.000000000
4412SN,11.0,2021-06-04,2021-06-15 00:00:00.000000000
4412SN,11.0,2021-06-06,2021-06-17 00:00:00.000000000
4412SN,11.0,2021-10-29,2021-11-09 00:00:00.000000000
4412SN,11.0,2021-03-03,2021-03-14 00:00:00.000000000
4412SN,11.0,2021-03-26,2021-04-06 00:00:00.000000000
4412SN,11.0,2021-08-31,2021-09-11 00:00:00.000000000
4412SN,11.0,2021-08-26,2021-09-06 00:00:00.000000000
4412SN,11.0,2021-01-12,2021-01-23 00:00:00.000000000
4412SN,11.0,2021-10-19,2021-10-30 00:00:00.000000000
4412SN,11.0,2021-05-07,2021-05-18 00:00:00.000000000
4412SN,11.0,2021-01-13,2021-01-24 00:00:00.000000000
4412SN,11.0,2021-09-24,2021-10-05 00:00:00.000000000
4412SN,11.0,2021-04-21,2021-05-02 00:00:00.000000000
4412SN,11.0,2021-08-28,2021-09-08 00:00:00.000000000
4412SN,11.0,2021-04-20,2021-05-01 00:00:00.000000000
4412SN,11.0,2021-04-08,2021-04-19 00:00:00.000000000
4412SN,11.0,2021-01-13,2021-01-24 00:00:00.000000000
4412SN,11.0,2021-08-21,2021-09-01 00:00:00.000000000
4412SN,11.0,2021-07-09,2021-07-20 00:00:00.000000000
4412SN,11.0,2021-10-19,2021-10-30 00:00:00.000000000
4412SN,11.0,2021-09-09,2021-09-20 00:00:00.000000000
4412SN,11.0,2021-05-06,2021-05-17 00:00:00.000000000
4412SN,11.0,2021-10-15,2021-10-26 00:00:00.000000000
4412SN,11.0,2021-07-01,2021-07-12 00:00:00.000000000
4412SN,11.0,2021-07-08,2021-07-19 00:00:00.000000000
4412SN,11.0,2021-04-27,2021-05-08 00:00:00.000000000
4412SN,11.0,2021-11-23,2021-12-04 00:00:00.000000000
4412SN,11.0,2021-12-20,2021-12-31 00:00:00.000000000
4412SN,11.0,2021-10-08,2021-10-19 00:00:00.000000000
4412SN,11.0,2021-05-15,2021-05-26 00:00:00.000000000
4412SN,11.0,2021-11-18,2021-11-29 00:00:00.000000000
4412SN,11.0,2021-05-11,2021-05-22 00:00:00.000000000
4412SN,11.0,2021-07-20,2021-07-31 00:00:00.000000000
4412SN,11.0,2021-06-18,2021-06-29 00:00:00.000000000
4412SN,11.0,2021-03-05,2021-03-16 00:00:00.000000000
4412SN,11.0,2021-04-03,2021-04-14 00:00:00.000000000
4412SN,11.0,2021-09-06,2021-09-17 00:00:00.000000000
4412SN,11.0,2021-06-14,2021-06-25 00:00:00.000000000
4412SN,11.0,2021-04-23,2021-05-04 00:00:00.000000000
4412SN,11.0,2021-08-24,2021-09-04 00:00:00.000000000
4412SN,11.0,2021-05-03,2021-05-14 00:00:00.000000000
4412SN,11.0,2021-10-18,2021-10-29 00:00:00.000000000
4412SN,11.0,2021-10-18,2021-10-29 00:00:00.000000000
4412SN,11.0,2021-01-01,2021-01-12 00:00:00.000000000
4412SN,11.0,2021-01-08,2021-01-19 00:00:00.000000000
4412SN,11.0,2021-10-09,2021-10-20 00:00:00.000000000
4412SN,11.0,2021-07-12,2021-07-23 00:00:00.000000000
4412SN,11.0,2021-10-21,2021-11-01 00:00:00.000000000
4412SN,11.0,2021-10-01,2021-10-12 00:00:00.000000000
4412SN,11.0,2021-06-19,2021-06-30 00:00:00.000000000
4412SN,11.0,2021-01-21,2021-02-01 00:00:00.000000000
4412SN,11.0,2021-06-13,2021-06-24 00:00:00.000000000
4412SN,11.0,2021-10-29,2021-11-09 00:00:00.000000000
4412SN,11.0,2021-10-29,2021-11-09 00:00:00.000000000
4412SN,11.0,2021-05-01,2021-05-12 00:00:00.000000000
4412SN,11.0,2021-05-07,2021-05-18 00:00:00.000000000
4412SN,11.0,2021-07-26,2021-08-06 00:00:00.000000000
4412SN,11.0,2021-02-18,2021-03-01 00:00:00.000000000
4412SN,11.0,2021-11-30,2021-12-11 00:00:00.000000000
4412SN,11.0,2021-10-23,2021-11-03 00:00:00.000000000
4412SN,11.0,2021-11-28,2021-12-09 00:00:00.000000000
4412SN,11.0,2021-02-27,2021-03-10 00:00:00.000000000
4412ZN,8.029392241516067,2021-12-05,2021-12-13 00:42:19.489666991
4412ZN,4.998317002992345,2021-11-24,2021-11-28 23:57:34.589058534
4412ZN,7.62604915424493,2021-09-09,2021-09-16 15:01:30.646926759
4412ZN,9.214933853782119,2021-03-23,2021-04-01 05:09:30.284966773
4412ZN,7.167676799305507,2021-03-08,2021-03-15 04:01:27.275459995
4412ZN,9.15426395345272,2021-01-17,2021-01-26 03:42:08.405578313
4412ZN,4.239547464939601,2021-06-09,2021-06-13 05:44:56.900970781
4412ZN,4.2143958623607265,2021-06-22,2021-06-26 05:08:43.802507964
4412ZN,3.3509332728420467,2021-04-22,2021-04-25 08:25:20.634773548
4412ZN,6.153927447109083,2021-04-17,2021-04-23 03:41:39.331430226
4412ZN,8.342163886942782,2021-01-20,2021-01-28 08:12:42.959831857
4412ZN,7.37227986433413,2021-02-23,2021-03-02 08:56:04.980278466
4412ZN,7.529109804343597,2021-12-10,2021-12-17 12:41:55.087095287
4412ZN,2.6344753786235957,2021-11-04,2021-11-06 15:13:38.672713079
4412ZN,5.4787732193765,2021-09-17,2021-09-22 11:29:26.006154129
4412ZN,4.440820802561068,2021-03-19,2021-03-23 10:34:46.917341279
4412ZN,6.349975550266382,2021-09-27,2021-10-03 08:23:57.887543016
4412ZN,5.9497930246645465,2021-12-01,2021-12-06 22:47:42.117331012
4412ZN,5.787619131338162,2021-10-01,2021-10-06 18:54:10.292947620
4412ZN,8.056676229012519,2021-07-09,2021-07-17 01:21:36.826186680
4412ZN,7.014496245631966,2021-03-31,2021-04-07 00:20:52.475622604
4412ZN,6.1187678289948435,2021-10-29,2021-11-04 02:51:01.540425150
